-9.000000000000000222e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000000222e-01,1.304999145000000027e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.949999999999999956e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.296450000000000102e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000000222e-01,1.531147499999999884e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.687324006698548429e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.100000000000000533e-01
0.000000000000000000e+00,1.142549999999999955e+00,0.000000000000000000e+00
-9.899999999999999911e-01,1.348445524499999770e+00,0.000000000000000000e+00
-9.000000000000000222e-01,0.000000000000000000e+00,9.989999999999999991e-01
-9.000000000000000222e-01,1.435407574414499843e+00,0.000000000000000000e+00
-9.000000000000000222e-01,1.304983062450000064e+00,-9.000000000000000222e-01
9.989999999999999991e-01,0.000000000000000000e+00,0.000000000000000000e+00
-8.100000000000000533e-01,1.349984524499999949e+00,-9.000000000000000222e-01
-9.989999999999999991e-01,1.866583748266012810e+00,-9.980999999999999872e-01
-9.000000000000000222e-01,4.500000000000000111e-01,-9.000000000000000222e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000000222e-01,1.417769882009999982e+00,0.000000000000000000e+00
-9.000000000000000222e-01,1.150244999999999962e+00,8.100000000000000533e-01
-9.000000000000000222e-01,1.305624370713974969e+00,0.000000000000000000e+00
-8.100000000000000533e-01,9.935501647499997979e-01,0.000000000000000000e+00
-9.000000000000000222e-01,1.151014500000000051e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.348290854999999899e+00,-9.000000000000000222e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000000222e-01,1.434643452450000023e+00,0.000000000000000000e+00
-8.001990000000001046e-01,1.625809878750445803e+00,-9.989999999999997493e-02
-9.899999999999999911e-01,4.500000000000000111e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
